"weekly","segment","name","exchange","expiry","instrument_type","asset_symbol","underlying_symbol","instrument_key","lot_size","freeze_quantity","exchange_token","minimum_lot","asset_key","underlying_key","tick_size","asset_type","underlying_type","trading_symbol","strike_price","qty_multiplier"
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65181",75,1800.0,"65181",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23450 PE 30 DEC 25",23450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65196",75,1800.0,"65196",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23500 CE 30 DEC 25",23500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65197",75,1800.0,"65197",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23500 PE 30 DEC 25",23500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65198",75,1800.0,"65198",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23550 CE 30 DEC 25",23550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65203",75,1800.0,"65203",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23550 PE 30 DEC 25",23550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65206",75,1800.0,"65206",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23600 CE 30 DEC 25",23600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65207",75,1800.0,"65207",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23600 PE 30 DEC 25",23600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65208",75,1800.0,"65208",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 23650 CE 30 DEC 25",23650.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65088",75,1800.0,"65088",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22850 CE 30 DEC 25",22850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65099",75,1800.0,"65099",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 22850 PE 30 DEC 25",22850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65599",75,1800.0,"65599",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25900 PE 30 DEC 25",25900.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65600",75,1800.0,"65600",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25950 CE 30 DEC 25",25950.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65689",75,1800.0,"65689",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26350 CE 30 DEC 25",26350.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65690",75,1800.0,"65690",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26350 PE 30 DEC 25",26350.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65691",75,1800.0,"65691",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26400 CE 30 DEC 25",26400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65692",75,1800.0,"65692",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26400 PE 30 DEC 25",26400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65693",75,1800.0,"65693",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26450 CE 30 DEC 25",26450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65694",75,1800.0,"65694",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26450 PE 30 DEC 25",26450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65695",75,1800.0,"65695",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26500 CE 30 DEC 25",26500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65652",75,1800.0,"65652",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26300 PE 30 DEC 25",26300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65634",75,1800.0,"65634",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26150 PE 30 DEC 25",26150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65635",75,1800.0,"65635",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26200 CE 30 DEC 25",26200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65639",75,1800.0,"65639",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26200 PE 30 DEC 25",26200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65640",75,1800.0,"65640",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26250 CE 30 DEC 25",26250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65647",75,1800.0,"65647",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26250 PE 30 DEC 25",26250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65651",75,1800.0,"65651",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26300 CE 30 DEC 25",26300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65620",75,1800.0,"65620",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25950 PE 30 DEC 25",25950.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65621",75,1800.0,"65621",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26050 CE 30 DEC 25",26050.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65622",75,1800.0,"65622",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26050 PE 30 DEC 25",26050.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65623",75,1800.0,"65623",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26100 CE 30 DEC 25",26100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65628",75,1800.0,"65628",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26100 PE 30 DEC 25",26100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65629",75,1800.0,"65629",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 26150 CE 30 DEC 25",26150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65553",75,1800.0,"65553",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25550 CE 30 DEC 25",25550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65554",75,1800.0,"65554",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25550 PE 30 DEC 25",25550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65555",75,1800.0,"65555",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25600 CE 30 DEC 25",25600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65556",75,1800.0,"65556",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25600 PE 30 DEC 25",25600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65557",75,1800.0,"65557",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25650 CE 30 DEC 25",25650.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65558",75,1800.0,"65558",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25650 PE 30 DEC 25",25650.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65559",75,1800.0,"65559",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25700 CE 30 DEC 25",25700.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65560",75,1800.0,"65560",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25700 PE 30 DEC 25",25700.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65561",75,1800.0,"65561",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25750 CE 30 DEC 25",25750.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65562",75,1800.0,"65562",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25750 PE 30 DEC 25",25750.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65563",75,1800.0,"65563",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25800 CE 30 DEC 25",25800.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65564",75,1800.0,"65564",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25800 PE 30 DEC 25",25800.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65569",75,1800.0,"65569",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25850 CE 30 DEC 25",25850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65570",75,1800.0,"65570",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25850 PE 30 DEC 25",25850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65571",75,1800.0,"65571",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25900 CE 30 DEC 25",25900.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65531",75,1800.0,"65531",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25400 CE 30 DEC 25",25400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65532",75,1800.0,"65532",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25400 PE 30 DEC 25",25400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65533",75,1800.0,"65533",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25450 CE 30 DEC 25",25450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65534",75,1800.0,"65534",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25450 PE 30 DEC 25",25450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65535",75,1800.0,"65535",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25500 CE 30 DEC 25",25500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65552",75,1800.0,"65552",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25500 PE 30 DEC 25",25500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65528",75,1800.0,"65528",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25300 PE 30 DEC 25",25300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65529",75,1800.0,"65529",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25350 CE 30 DEC 25",25350.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65530",75,1800.0,"65530",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25350 PE 30 DEC 25",25350.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65501",75,1800.0,"65501",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25300 CE 30 DEC 25",25300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65389",75,1800.0,"65389",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25150 CE 30 DEC 25",25150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65390",75,1800.0,"65390",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25150 PE 30 DEC 25",25150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65360",75,1800.0,"65360",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25100 CE 30 DEC 25",25100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65361",75,1800.0,"65361",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25100 PE 30 DEC 25",25100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65333",75,1800.0,"65333",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24800 CE 30 DEC 25",24800.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65334",75,1800.0,"65334",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24800 PE 30 DEC 25",24800.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65335",75,1800.0,"65335",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24850 CE 30 DEC 25",24850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65336",75,1800.0,"65336",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24850 PE 30 DEC 25",24850.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65349",75,1800.0,"65349",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24900 CE 30 DEC 25",24900.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65350",75,1800.0,"65350",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24900 PE 30 DEC 25",24900.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65351",75,1800.0,"65351",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24950 CE 30 DEC 25",24950.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65352",75,1800.0,"65352",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24950 PE 30 DEC 25",24950.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65353",75,1800.0,"65353",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25050 CE 30 DEC 25",25050.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65354",75,1800.0,"65354",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25050 PE 30 DEC 25",25050.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65433",75,1800.0,"65433",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25200 CE 30 DEC 25",25200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65434",75,1800.0,"65434",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25200 PE 30 DEC 25",25200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65435",75,1800.0,"65435",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25250 CE 30 DEC 25",25250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65438",75,1800.0,"65438",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 25250 PE 30 DEC 25",25250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65262",75,1800.0,"65262",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24400 CE 30 DEC 25",24400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65263",75,1800.0,"65263",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24400 PE 30 DEC 25",24400.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65264",75,1800.0,"65264",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24450 CE 30 DEC 25",24450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65265",75,1800.0,"65265",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24450 PE 30 DEC 25",24450.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65268",75,1800.0,"65268",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24500 CE 30 DEC 25",24500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65269",75,1800.0,"65269",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24500 PE 30 DEC 25",24500.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65270",75,1800.0,"65270",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24550 CE 30 DEC 25",24550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65271",75,1800.0,"65271",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24550 PE 30 DEC 25",24550.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65272",75,1800.0,"65272",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24600 CE 30 DEC 25",24600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65273",75,1800.0,"65273",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24600 PE 30 DEC 25",24600.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65234",75,1800.0,"65234",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24100 CE 30 DEC 25",24100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65235",75,1800.0,"65235",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24100 PE 30 DEC 25",24100.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65242",75,1800.0,"65242",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24150 CE 30 DEC 25",24150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65243",75,1800.0,"65243",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24150 PE 30 DEC 25",24150.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65244",75,1800.0,"65244",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24200 CE 30 DEC 25",24200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65245",75,1800.0,"65245",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24200 PE 30 DEC 25",24200.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65248",75,1800.0,"65248",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24250 CE 30 DEC 25",24250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65249",75,1800.0,"65249",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24250 PE 30 DEC 25",24250.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65250",75,1800.0,"65250",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24300 CE 30 DEC 25",24300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65251",75,1800.0,"65251",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24300 PE 30 DEC 25",24300.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"CE","NIFTY","NIFTY","NSE_FO|65252",75,1800.0,"65252",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24350 CE 30 DEC 25",24350.0,1.0
false,"NSE_FO","NIFTY","NSE",1767119399000,"PE","NIFTY","NIFTY","NSE_FO|65253",75,1800.0,"65253",75,"NSE_INDEX|Nifty 50","NSE_INDEX|Nifty 50",5.0,"INDEX","INDEX","NIFTY 24350 PE 30 DEC 25",24350.0,1.0
